Id;Model;Created At;Updated At;Autocomplete Info;Visible;Copied At;Wireless Setting;Delta
9407;65 System;2015-02-13 13:43:51 +0100;2015-02-13 13:45:16 +0100;Tiptel 65 System;TRUE;2015-02-13 13:43:51 +0100;C - 3.5;TRUE
9406;D45;2015-02-13 09:28:45 +0100;2015-02-13 09:28:59 +0100;Digium D45;TRUE;2015-02-13 09:28:45 +0100;A - 4.5;TRUE
9405;DROID Turbo;2015-02-11 14:23:16 +0100;2015-02-11 14:24:00 +0100;Motorola DROID Turbo;TRUE;2015-02-11 14:23:16 +0100;;TRUE
9404;DT800;2015-02-10 11:14:57 +0100;2015-03-24 10:27:45 +0100;NEC Enterprise (incl. Philips, Nitsuko, Infrontia) DT800;TRUE;2015-02-10 11:14:57 +0100;A - 3.5;TRUE
9403;Gigaset S45;2015-02-10 09:00:13 +0100;2017-03-09 09:06:09 +0100;Unify  Gigaset S45;TRUE;2015-02-10 09:00:13 +0100;;TRUE
9402;Galaxy Note Edge;2015-02-09 10:48:20 +0100;2015-02-09 10:49:03 +0100;Samsung Galaxy Note Edge;TRUE;2015-02-09 10:48:20 +0100;;TRUE
9401;GALAXY Trend Plus GT-S7580;2015-02-06 11:21:29 +0100;2015-02-06 11:22:21 +0100;Samsung GALAXY Trend Plus GT-S7580;TRUE;2015-02-06 11:21:29 +0100;;TRUE
9400;A350;2015-02-05 09:07:50 +0100;2015-02-05 09:12:31 +0100;Micromax A350;TRUE;2015-02-05 09:07:50 +0100;;TRUE
9399;Lumia 630;2015-02-04 17:00:55 +0100;2015-02-04 17:03:38 +0100;Nokia Lumia 630;TRUE;2015-02-04 17:00:55 +0100;;TRUE
9398;GXV3240;2015-02-04 12:52:54 +0100;2015-02-04 13:37:52 +0100;Grandstream Networks GXV3240;TRUE;2015-02-04 12:52:54 +0100;;TRUE
9396;1506;2015-02-04 10:54:26 +0100;2015-02-04 10:54:44 +0100;AT&T 1506;TRUE;2015-02-04 10:54:26 +0100;;TRUE
9395;SIP-T29G;2015-02-04 08:34:38 +0100;2015-02-04 08:34:52 +0100;Yealink SIP-T29G;TRUE;2015-02-04 08:34:38 +0100;A - 3.5;TRUE
9394;SIP-T48G;2015-02-04 08:33:33 +0100;2015-02-04 08:34:01 +0100;Yealink SIP-T48G;TRUE;2015-02-04 08:33:33 +0100;A - 3.5;TRUE
9393;A6000;2015-02-02 11:27:09 +0100;2015-02-02 11:27:22 +0100;Lenovo Lephone A6000;TRUE;2015-02-02 11:27:09 +0100;;TRUE
9392;GXP 285;2015-01-30 09:28:29 +0100;2015-01-30 09:28:59 +0100;Grandstream Networks GXP 285;TRUE;2015-01-30 09:28:29 +0100;A - 3.5;TRUE
9391;Forum Free 760 ;2015-01-29 13:59:12 +0100;2015-01-29 13:59:42 +0100;Belgacom Forum Free 760 ;TRUE;2015-01-29 13:59:12 +0100;;TRUE
9390;A328 ;2015-01-28 09:18:44 +0100;2015-01-28 09:19:23 +0100;Lenovo Lephone A328 ;TRUE;2015-01-28 09:18:44 +0100;;TRUE
9389;KX-TGP500;2015-01-28 09:15:49 +0100;2015-01-28 09:17:25 +0100;Panasonic KX-TGP500;TRUE;2015-01-28 09:15:49 +0100;;TRUE
9388;KX-TS 560;2015-01-27 13:31:05 +0100;2015-01-27 13:31:29 +0100;Panasonic KX-TS 560;TRUE;2015-01-27 13:31:05 +0100;;TRUE
9387;GT-I8200N;2015-01-26 11:38:49 +0100;2015-01-26 11:39:00 +0100;Samsung GT-I8200N;TRUE;2015-01-26 11:38:49 +0100;;TRUE
9386;KX-TG 6841;2015-01-26 11:15:58 +0100;2015-01-26 11:16:15 +0100;Panasonic KX-TG 6841;TRUE;2015-01-26 11:15:58 +0100;;TRUE
9385;KX-TG 5771;2015-01-26 11:14:45 +0100;2015-01-26 11:15:12 +0100;Panasonic KX-TG 5771;TRUE;2015-01-26 11:14:45 +0100;;TRUE
9384;KX-TG 4731;2015-01-26 11:14:06 +0100;2015-01-26 11:14:34 +0100;Panasonic KX-TG 4731;TRUE;2015-01-26 11:14:06 +0100;;TRUE
9383;GXP2100;2015-01-26 09:27:09 +0100;2015-01-26 09:27:37 +0100;Grandstream Networks GXP2100;TRUE;2015-01-26 09:27:09 +0100;A - 3.5;TRUE
9382;KX-TS4200;2015-01-26 08:30:58 +0100;2015-01-26 08:32:57 +0100;Panasonic KX-TS4200;TRUE;2015-01-26 08:30:58 +0100;A - 3.5;TRUE
9381;6757;2015-01-23 10:19:55 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6757;TRUE;2015-01-23 10:19:55 +0100;A - 3.5;TRUE
9380;6755;2015-01-23 10:18:39 +0100;2016-11-22 16:56:06 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6755;TRUE;2015-01-23 10:18:39 +0100;A - 3.5;TRUE
9379;6753;2015-01-23 10:18:33 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6753;TRUE;2015-01-23 10:18:33 +0100;A - 3.5;TRUE
9378;6739;2015-01-23 09:57:39 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6739;TRUE;2015-01-23 09:57:39 +0100;A - 3.5;TRUE
9377;6737;2015-01-23 09:57:37 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6737;TRUE;2015-01-23 09:57:37 +0100;A - 3.5;TRUE
9376;6735;2015-01-23 09:57:34 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6735;TRUE;2015-01-23 09:57:34 +0100;A - 3.5;TRUE
9375;6731;2015-01-23 09:57:31 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6731;TRUE;2015-01-23 09:57:31 +0100;A - 3.5;TRUE
9374;6730;2015-01-23 09:57:17 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6730;TRUE;2015-01-23 09:57:17 +0100;A - 3.5;TRUE
9367;6867;2015-01-23 09:48:52 +0100;2015-03-19 11:32:46 +0100;Acer 6867;TRUE;2015-01-23 09:48:52 +0100;A - 3.5;TRUE
9366;6865;2015-01-23 09:48:06 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6865;TRUE;2015-01-23 09:48:06 +0100;A - 3.5;TRUE
9365;6869;2015-01-23 09:48:03 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6869;TRUE;2015-01-23 09:48:03 +0100;A - 3.5;TRUE
9364;6863;2015-01-23 09:47:15 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6863;TRUE;2015-01-23 09:47:15 +0100;A - 3.5;TRUE
9363;Honor 6 ;2015-01-22 14:07:43 +0100;2015-01-22 14:08:38 +0100;Huawei Honor 6 ;TRUE;2015-01-22 14:07:43 +0100;;TRUE
9362;103;2015-01-22 12:53:45 +0100;2015-01-22 12:54:14 +0100;Nokia 103;TRUE;2015-01-22 12:53:45 +0100;;TRUE
9361;48 Button Feature Phone;2015-01-22 10:49:37 +0100;2015-01-22 10:50:14 +0100;ESI / Estech Systems, Inc. 48 Button Feature Phone;TRUE;2015-01-22 10:49:37 +0100;A - 3.5;TRUE
9360;GT-S6312;2015-01-22 10:29:14 +0100;2015-01-22 10:29:27 +0100;Samsung GT-S6312;TRUE;2015-01-22 10:29:14 +0100;;TRUE
9359;Unifi UVP;2015-01-21 10:47:13 +0100;2015-01-21 10:49:13 +0100;Ubiquiti Networks Unifi UVP;TRUE;2015-01-21 10:47:13 +0100;;TRUE
9358;Ascend Y201 U8666;2015-01-19 11:57:17 +0100;2015-01-19 11:57:31 +0100;Huawei Ascend Y201 U8666;TRUE;2015-01-19 11:57:17 +0100;;TRUE
9357; Fusion 2 U8665;2015-01-19 11:51:48 +0100;2015-01-19 11:56:24 +0100;Huawei  Fusion 2 U8665;TRUE;2015-01-19 11:51:48 +0100;;TRUE
9356;XT610;2015-01-19 09:45:24 +0100;2015-01-19 09:45:40 +0100;Motorola XT610;TRUE;2015-01-19 09:45:24 +0100;;TRUE
9355;ES330-PEN;2015-01-15 16:11:54 +0100;2015-01-15 16:22:56 +0100;Escene ES330-PEN;TRUE;2015-01-15 16:11:54 +0100;A - 3.5;TRUE
9354;Sinus 806 IP;2015-01-12 16:05:31 +0100;2015-01-12 16:06:04 +0100;Telekom Sinus 806 IP;TRUE;2015-01-12 16:05:31 +0100;;TRUE
9353;7260;2015-01-12 14:04:58 +0100;2015-01-12 14:05:56 +0100;Comdial Vertical  7260;TRUE;2015-01-12 14:04:58 +0100;A - 3.5;TRUE
9352;A310;2015-01-12 11:53:32 +0100;2015-01-12 11:53:48 +0100;Micromax A310;TRUE;2015-01-12 11:53:32 +0100;;TRUE
9351;Find 7;2015-01-12 11:50:57 +0100;2015-01-12 11:51:47 +0100;Oppo Find 7;TRUE;2015-01-12 11:50:57 +0100;;TRUE
9350;Titanium S5 Plus;2015-01-09 16:29:53 +0100;2015-01-09 16:30:39 +0100;Karbonn Titanium S5 Plus;TRUE;2015-01-09 16:29:53 +0100;;TRUE
9349;7106a;2015-01-09 16:26:01 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 7106a;TRUE;2015-01-09 16:26:01 +0100;A - 3.5;TRUE
9348;GXP2160;2015-01-09 16:20:59 +0100;2017-06-09 12:24:47 +0200;Grandstream Networks GXP2160;TRUE;2015-01-09 16:20:59 +0100;A - 3.5;TRUE
9347;Xperia Z3;2015-01-08 10:05:29 +0100;2015-01-08 10:05:59 +0100;Sony Mobile Xperia Z3;TRUE;2015-01-08 10:05:29 +0100;;TRUE
9346;DG550;2015-01-07 11:48:19 +0100;2015-01-07 11:48:43 +0100;Doogee DG550;TRUE;2015-01-07 11:48:19 +0100;;TRUE
9345;KX-T7668;2015-01-07 10:14:05 +0100;2015-01-07 10:14:46 +0100;Panasonic KX-T7668;TRUE;2015-01-07 10:14:05 +0100;;TRUE
9344;KX-TGA939T;2015-01-05 09:20:56 +0100;2015-01-05 09:21:09 +0100;Panasonic KX-TGA939T;TRUE;2015-01-05 09:20:56 +0100;;TRUE
9343;P780;2014-12-30 09:45:34 +0100;2014-12-30 09:46:09 +0100;Lenovo Lephone P780;TRUE;2014-12-30 09:45:34 +0100;;TRUE
9342;916i cr;2014-12-29 13:11:11 +0100;2015-01-07 11:49:14 +0100;DORO 916i cr;TRUE;2014-12-29 13:11:11 +0100;A - 3.5;TRUE
9341;KX-TGE 243B;2014-12-29 12:13:55 +0100;2014-12-29 12:14:27 +0100;Panasonic KX-TGE 243B;TRUE;2014-12-29 12:13:55 +0100;;TRUE
9340;One (M8);2014-12-29 11:07:07 +0100;2015-01-07 11:49:00 +0100;HTC One (M8);TRUE;2014-12-29 11:07:07 +0100;;TRUE
9339;KX-TGA660;2014-12-29 09:15:29 +0100;2014-12-29 09:17:38 +0100;Panasonic KX-TGA660;TRUE;2014-12-29 09:15:29 +0100;;TRUE
9336;KX-TG9582b;2014-12-23 08:08:08 +0100;2014-12-23 08:08:36 +0100;Panasonic KX-TG9582b;TRUE;;A - 3.5;TRUE
9335;TSG-6 IP Phone 7810;2014-12-22 10:33:39 +0100;2014-12-22 10:33:49 +0100;Teo TSG-6 IP Phone 7810;TRUE;2014-12-22 10:33:39 +0100;;TRUE
9334;IP Phone 7810;2014-12-22 10:32:54 +0100;2014-12-22 10:33:09 +0100;Teo IP Phone 7810;TRUE;2014-12-22 10:32:54 +0100;;TRUE
9333;IP Phone 4101;2014-12-22 10:32:13 +0100;2014-12-22 10:32:41 +0100;Teo IP Phone 4101;TRUE;2014-12-22 10:32:13 +0100;;TRUE
9332;B179;2014-12-17 11:15:40 +0100;2014-12-17 11:16:13 +0100;Avaya (Lucent) B179;TRUE;2014-12-17 11:15:40 +0100;A - 4;TRUE
9331;25424RE1;2014-12-17 10:31:41 +0100;2014-12-17 10:31:56 +0100;RCA 25424RE1;TRUE;2014-12-17 10:31:41 +0100;A - 4.5;TRUE
9330;25423RE1;2014-12-17 10:28:22 +0100;2014-12-17 10:29:28 +0100;RCA 25423RE1;TRUE;2014-12-17 10:28:22 +0100;A - 4.5;TRUE
9329;840i;2014-12-16 09:07:18 +0100;2014-12-16 09:07:18 +0100;Ultratec CapTel 840i;TRUE;;A - 3.5;TRUE
9328;25260;2014-12-16 08:48:52 +0100;2014-12-16 08:48:52 +0100;RCA 25260;TRUE;;A - 4.5;TRUE
9327;Nexus 6;2014-12-12 11:41:51 +0100;2014-12-12 11:42:31 +0100;Motorola Nexus 6;TRUE;2014-12-12 11:41:51 +0100;;TRUE
9326;55W;2014-12-11 14:01:32 +0100;2014-12-11 14:02:16 +0100;Konftel 55W;TRUE;2014-12-11 14:01:32 +0100;;TRUE
9325;7950 IP;2014-12-11 11:31:27 +0100;2014-12-11 11:33:36 +0100;Huawei 7950 IP;TRUE;2014-12-11 11:31:27 +0100;A - 3.5;TRUE
9324;KX-UTG300;2014-12-11 10:23:31 +0100;2014-12-11 10:23:48 +0100;Panasonic KX-UTG300;TRUE;2014-12-11 10:23:31 +0100;A - 3.5;TRUE
9323;KX-UTG200;2014-12-11 10:22:37 +0100;2014-12-11 10:23:25 +0100;Panasonic KX-UTG200;TRUE;2014-12-11 10:22:37 +0100;A - 3.5;TRUE
9322;Xperia Z3 Compact;2014-12-10 09:08:51 +0100;2014-12-10 09:09:22 +0100;Sony Mobile Xperia Z3 Compact;TRUE;2014-12-10 09:08:51 +0100;;TRUE
9321;Maestro;2014-12-04 15:08:44 +0100;2014-12-04 15:08:57 +0100;Belgacom Maestro;TRUE;2014-12-04 15:08:44 +0100;;TRUE
9320;Twist 300;2014-12-04 11:18:30 +0100;2014-12-04 11:18:47 +0100;Belgacom Twist 300;TRUE;2014-12-04 11:18:30 +0100;;TRUE
9319;Twist 476;2014-12-04 11:17:18 +0100;2014-12-04 11:17:41 +0100;Belgacom Twist 476;TRUE;2014-12-04 11:17:18 +0100;;TRUE
9318;Twist 250;2014-12-04 11:15:48 +0100;2014-12-04 11:15:55 +0100;Belgacom Twist 250;TRUE;2014-12-04 11:15:48 +0100;;TRUE
9317;Twist 906;2014-12-04 11:12:05 +0100;2014-12-04 11:12:21 +0100;Belgacom Twist 906;TRUE;2014-12-04 11:12:05 +0100;;TRUE
9316;Maxwell 10;2014-12-04 10:36:06 +0100;2014-12-04 10:37:40 +0100;Gigaset Maxwell 10;TRUE;2014-12-04 10:36:06 +0100;A - 3.5;TRUE
9315;R630H PRO;2014-12-04 10:17:05 +0100;2014-12-04 10:17:23 +0100;Gigaset R630H PRO;TRUE;2014-12-04 10:17:05 +0100;;TRUE
9314;S510H PRO;2014-12-04 10:16:32 +0100;2014-12-04 10:16:49 +0100;Gigaset S510H PRO;TRUE;2014-12-04 10:16:32 +0100;;TRUE
9313;SL610H PRO;2014-12-04 10:15:54 +0100;2014-12-04 10:16:17 +0100;Gigaset SL610H PRO;TRUE;2014-12-04 10:15:54 +0100;;TRUE
9312;Forum 500 DECT ;2014-12-03 13:08:19 +0100;2014-12-03 13:08:27 +0100;Belgacom Forum 500 DECT ;TRUE;2014-12-03 13:08:19 +0100;;TRUE
9311;IDS310 ;2014-12-03 13:00:50 +0100;2014-12-03 13:01:02 +0100;Belgacom IDS310 ;TRUE;2014-12-03 13:00:50 +0100;A - 3.5;TRUE
9310;Forum Free 566;2014-12-03 12:51:22 +0100;2014-12-03 12:53:48 +0100;Belgacom Forum Free 566;TRUE;2014-12-03 12:51:22 +0100;;TRUE
9309;Forum Free 576 ;2014-12-03 12:50:47 +0100;2014-12-03 12:54:08 +0100;Belgacom Forum Free 576 ;TRUE;2014-12-03 12:50:47 +0100;;TRUE
9308;Forum Free 586 ;2014-12-03 12:50:10 +0100;2014-12-03 12:54:17 +0100;Belgacom Forum Free 586 ;TRUE;2014-12-03 12:50:10 +0100;;TRUE
9307;Forum Free 585;2014-12-03 12:41:19 +0100;2014-12-03 12:42:13 +0100;Belgacom Forum Free 585;TRUE;2014-12-03 12:41:19 +0100;;TRUE
9306;Forum Free 565;2014-12-03 12:41:12 +0100;2014-12-03 12:43:02 +0100;Belgacom Forum Free 565;TRUE;2014-12-03 12:41:12 +0100;;TRUE
9305;Forum Free 575;2014-12-03 12:39:30 +0100;2014-12-03 12:41:06 +0100;Belgacom Forum Free 575;TRUE;2014-12-03 12:39:30 +0100;;TRUE
9304;Forum Free 570;2014-12-03 12:38:28 +0100;2014-12-03 12:39:22 +0100;Belgacom Forum Free 570;TRUE;2014-12-03 12:38:28 +0100;;TRUE
9303;Vox DaVo d285;2014-12-03 11:49:27 +0100;2014-12-03 13:01:17 +0100;KPN (Netherlands) Vox DaVo d285;TRUE;2014-12-03 11:49:27 +0100;A - 3.5;TRUE
9302;Forum 3020 IP;2014-12-03 11:47:22 +0100;2014-12-03 13:01:49 +0100;Belgacom Forum 3020 IP;TRUE;2014-12-03 11:47:22 +0100;A - 3.5;TRUE
9301;Forum 325;2014-12-03 11:39:36 +0100;2014-12-03 13:02:01 +0100;Belgacom Forum 325;TRUE;2014-12-03 11:39:36 +0100;A - 3.5;TRUE
9300;Forum 320;2014-12-03 11:38:39 +0100;2014-12-03 13:02:31 +0100;Belgacom Forum 320;TRUE;2014-12-03 11:38:39 +0100;A - 3.5;TRUE
9299;IDS 260;2014-12-03 10:49:58 +0100;2014-12-03 10:50:04 +0100;Belgacom IDS 260;TRUE;2014-12-03 10:49:58 +0100;A - 3.5;TRUE
9298;Forum 720;2014-12-03 10:47:20 +0100;2014-12-03 13:01:38 +0100;Belgacom Forum 720;TRUE;2014-12-03 10:47:19 +0100;A - 3.5;TRUE
9297;Forum IPhone 710;2014-12-03 10:46:15 +0100;2015-12-01 08:26:06 +0100;Belgacom Forum IPhone 710;TRUE;2014-12-03 10:46:15 +0100;A - 3.5;TRUE
9296;Forum Phone/IPhone 740;2014-12-03 10:43:02 +0100;2014-12-03 10:43:13 +0100;Belgacom Forum Phone/IPhone 740;TRUE;2014-12-03 10:43:02 +0100;;TRUE
9295;Forum Phone/IPhone 730;2014-12-03 10:36:05 +0100;2014-12-03 10:42:54 +0100;Belgacom Forum Phone/IPhone 730;TRUE;2014-12-03 10:36:05 +0100;;TRUE
9294;Forum 535;2014-12-03 10:23:43 +0100;2014-12-03 10:23:55 +0100;Belgacom Forum 535;TRUE;2014-12-03 10:23:43 +0100;;TRUE
9293;Forum 525;2014-12-03 10:23:22 +0100;2014-12-03 10:23:37 +0100;Belgacom Forum 525;TRUE;2014-12-03 10:23:22 +0100;;TRUE
9292;Forum 515;2014-12-03 10:22:23 +0100;2014-12-03 10:22:51 +0100;Belgacom Forum 515;TRUE;2014-12-03 10:22:23 +0100;;TRUE
9290;S910H;2014-12-03 09:45:18 +0100;2014-12-03 09:45:34 +0100;Gigaset S910H;TRUE;2014-12-03 09:45:18 +0100;;TRUE
9289;Synapse SB67025;2014-12-02 11:18:53 +0100;2014-12-02 11:20:53 +0100;AT&T Synapse SB67025;TRUE;2014-12-02 11:18:53 +0100;A - 3.5;TRUE
9288;HDX 8000 ;2014-12-02 10:10:12 +0100;2014-12-02 10:10:47 +0100;Polycom HDX 8000 ;TRUE;2014-12-02 10:10:12 +0100;;TRUE
9287;Dialog 4225;2014-12-02 09:14:11 +0100;2015-03-19 12:04:03 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) Dialog 4225;TRUE;2014-12-02 09:14:11 +0100;A - 3.5;TRUE
9286;8800;2014-12-01 10:48:57 +0100;2014-12-01 10:49:20 +0100;Tecdesk 8800;TRUE;2014-12-01 10:48:57 +0100;;TRUE
9285;SL 1000 IP Telephone;2014-12-01 09:25:20 +0100;2014-12-01 09:25:38 +0100;NEC America SL 1000 IP Telephone;TRUE;2014-12-01 09:25:20 +0100;A - 3.5;TRUE
9284;CX610;2014-12-01 09:08:45 +0100;2014-12-01 09:09:06 +0100;Gigaset CX610;TRUE;2014-12-01 09:08:45 +0100;;TRUE
9283;G3 D855;2014-12-01 09:00:07 +0100;2014-12-01 09:00:49 +0100;LG G3 D855;TRUE;2014-12-01 09:00:07 +0100;;TRUE
9282;Galaxy Mega 2;2014-11-28 09:30:55 +0100;2014-11-28 09:31:10 +0100;Samsung Galaxy Mega 2;TRUE;2014-11-28 09:30:55 +0100;;TRUE
9281;u8160;2014-11-28 09:28:24 +0100;2014-11-28 09:28:54 +0100;Huawei u8160;TRUE;2014-11-28 09:28:24 +0100;;TRUE
9280;Z30;2014-11-27 13:58:17 +0100;2014-11-27 13:58:33 +0100;Blackberry Z30;TRUE;2014-11-27 13:58:16 +0100;;TRUE
9279;GXP2130;2014-11-25 13:15:11 +0100;2017-06-09 12:24:04 +0200;Grandstream Networks GXP2130;TRUE;2014-11-25 13:15:11 +0100;A - 3.5;TRUE
9278;GXP 1405;2014-11-25 11:50:57 +0100;2014-11-25 11:51:29 +0100;Grandstream Networks GXP 1405;TRUE;2014-11-25 11:50:57 +0100;A - 3.5;TRUE
9277;Asha 206;2014-11-24 20:08:07 +0100;2014-11-24 20:08:31 +0100;Nokia Asha 206;TRUE;2014-11-24 20:08:07 +0100;;TRUE
9276;T200;2014-11-24 20:05:23 +0100;2014-11-24 20:05:54 +0100;THL T200;TRUE;2014-11-24 20:05:23 +0100;;TRUE
9275;LS6425;2014-11-21 15:06:27 +0100;2014-11-21 15:06:47 +0100;Vtech LS6425;TRUE;2014-11-21 15:06:27 +0100;;TRUE
9274;CL540;2014-11-21 11:30:52 +0100;2014-11-21 11:31:20 +0100;Gigaset CL540;TRUE;2014-11-21 11:30:52 +0100;;TRUE
9273;Zenfone 5;2014-11-21 11:16:10 +0100;2014-11-21 11:16:35 +0100;Asus Zenfone 5;TRUE;2014-11-21 11:16:10 +0100;;TRUE
9272;MP 870;2014-11-21 10:53:25 +0100;2014-11-21 11:01:12 +0100;Transcend MP 870;TRUE;2014-11-21 10:53:25 +0100;;TRUE
9271;KX-TGE 274S;2014-11-21 10:20:58 +0100;2014-11-21 10:24:29 +0100;Panasonic KX-TGE 274S;TRUE;2014-11-21 10:20:58 +0100;A - 3.5;TRUE
9270;DX 70;2014-11-11 11:43:08 +0100;2014-11-11 11:43:20 +0100;Cisco DX 70;TRUE;2014-11-11 11:43:08 +0100;;TRUE
9269;DX 80;2014-11-11 11:41:36 +0100;2014-11-11 11:42:20 +0100;Cisco DX 80;TRUE;2014-11-11 11:41:36 +0100;;TRUE
9267;CRM CDT 7.0;2014-11-07 12:50:26 +0100;2014-11-07 12:50:26 +0100;SAP CRM CDT 7.0;TRUE;;;TRUE
9266;DKT2510;2014-11-05 09:58:44 +0100;2014-11-05 10:00:49 +0100;Toshiba Telecommunications DKT2510;TRUE;2014-11-05 09:58:44 +0100;A - 3.5;TRUE
9265;SMT-i5343;2014-10-30 14:29:43 +0100;2016-12-05 10:40:02 +0100;Samsung SMT-i5343;TRUE;;;TRUE
9264;420HD;2014-10-22 10:19:29 +0200;2014-10-22 10:19:47 +0200;AudioCodes 420HD;TRUE;2014-10-22 10:19:29 +0200;A - 3.5;TRUE
9263;SIP-T19P;2014-10-03 15:10:27 +0200;2014-10-03 15:40:33 +0200;Yealink SIP-T19P;TRUE;2014-10-03 15:10:27 +0200;;TRUE
9262;715;2014-10-01 15:15:27 +0200;2014-10-01 15:17:49 +0200;snom technology AG 715;TRUE;2014-10-01 15:15:27 +0200;A - 3.5;TRUE
9261;7810 IP;2014-09-30 15:52:01 +0200;2014-09-30 15:52:10 +0200;Huawei 7810 IP;TRUE;2014-09-30 15:52:01 +0200;A - 3.5;TRUE
9260;7850 IP;2014-09-30 15:50:57 +0200;2014-09-30 15:51:16 +0200;Huawei 7850 IP;TRUE;2014-09-30 15:50:57 +0200;A - 3.5;TRUE
9259;7820 IP;2014-09-30 15:43:36 +0200;2014-09-30 15:43:44 +0200;Huawei 7820 IP;TRUE;2014-09-30 15:43:36 +0200;A - 3.5;TRUE
9258;7830 IP;2014-09-30 15:42:03 +0200;2014-09-30 15:43:01 +0200;Huawei 7830 IP;TRUE;2014-09-30 15:42:03 +0200;A - 3.5;TRUE
9257;VI2008;2014-09-29 10:07:49 +0200;2014-09-29 10:07:49 +0200;VOPTech VI2008;TRUE;;;TRUE
9256;Horizon 50;2014-09-26 16:05:10 +0200;2014-09-26 16:05:10 +0200;Depaepe Horizon 50;TRUE;;;TRUE
9255;SPA 302 Dect;2014-09-24 09:09:08 +0200;2014-09-24 09:17:58 +0200;Cisco SPA 302 Dect;TRUE;2014-09-24 09:09:08 +0200;;TRUE
9254;KX-TGA 542M;2014-09-23 11:51:34 +0200;2014-09-23 11:52:13 +0200;Panasonic KX-TGA 542M;TRUE;2014-09-23 11:51:34 +0200;;TRUE
9253;2730 classic;2014-09-22 15:38:18 +0200;2014-09-22 15:47:27 +0200;Nokia 2730 classic;TRUE;2014-09-22 15:38:18 +0200;;TRUE
9252;M740E;2014-09-22 14:34:29 +0200;2015-03-19 12:04:05 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) M740E;TRUE;2014-09-22 14:34:29 +0200;A - 3.5;TRUE
9251;Optimus L9;2014-09-22 09:53:00 +0200;2014-09-22 09:53:19 +0200;LG Optimus L9;TRUE;2014-09-22 09:53:00 +0200;;TRUE
9250;TeleSet 2;2014-09-22 09:41:58 +0200;2014-09-22 09:42:29 +0200;Aspect TeleSet 2;TRUE;2014-09-22 09:41:58 +0200;A - 6;TRUE
9249;M9R;2014-09-22 08:55:55 +0200;2014-10-01 15:17:49 +0200;snom technology AG M9R;TRUE;2014-09-22 08:55:55 +0200;;TRUE
9247;GXP2140;2014-09-16 09:42:14 +0200;2017-06-09 12:24:27 +0200;Grandstream Networks GXP2140;TRUE;2014-09-16 09:42:14 +0200;A - 3.5;TRUE
9246;D3588 handset;2014-09-15 13:01:57 +0200;2014-09-15 13:23:01 +0200;Uniden D3588 handset;TRUE;2014-09-15 13:01:57 +0200;;TRUE
9245;ASCEND P7;2014-09-15 11:56:44 +0200;2014-09-15 11:57:48 +0200;Huawei ASCEND P7;TRUE;2014-09-15 11:56:44 +0200;;TRUE
9244;Lumia 930;2014-09-15 10:46:22 +0200;2014-09-15 10:48:13 +0200;Nokia Lumia 930;TRUE;2014-09-15 10:46:22 +0200;;TRUE
9243;S810A;2014-09-09 11:50:05 +0200;2014-09-09 11:50:18 +0200;Gigaset S810A;TRUE;2014-09-09 11:50:05 +0200;;TRUE
9242;MX2;2014-09-09 10:41:39 +0200;2014-09-09 10:42:07 +0200;Meizu MX2;TRUE;2014-09-09 10:41:39 +0200;;TRUE
9241;A106 Unite 2;2014-09-08 09:30:03 +0200;2014-09-08 09:30:13 +0200;Micromax A106 Unite 2;TRUE;2014-09-08 09:30:03 +0200;;TRUE
9240;SSE35 (SSE 06 handset);2014-09-08 09:27:15 +0200;2014-09-08 09:27:54 +0200;Uniden SSE35 (SSE 06 handset);TRUE;2014-09-08 09:27:15 +0200;;TRUE
9239;7910 IP;2014-09-04 16:18:55 +0200;2014-09-04 16:19:15 +0200;Huawei 7910 IP;TRUE;2014-09-04 16:18:55 +0200;A - 3.5;TRUE
9238;Mi 3;2014-09-01 10:27:42 +0200;2014-09-01 10:28:11 +0200;Xiaomi Mi 3;TRUE;2014-09-01 10:27:41 +0200;;TRUE
